50,O
years,O
.,O
*END-SENTENCE*,Jack Nicholson
*START-SENTENCE*,Jack Nicholson
He,O
is,O
known,O
for,O
playing,O
a,O
wide,O
range,O
of,O
starring,O
or,O
supporting,O
roles,O
",",O
including,O
comedy,O
",",O
romance,O
",",O
and,O
darkly,O
comic,O
portrayals,O
of,O
anti,O
-,O
heroes,O
and,O
villainous,O
characters,O
.,O
*END-SENTENCE*,Jack Nicholson
*START-SENTENCE*,Jack Nicholson
In,O
many,O
of,O
his,O
films,O
",",O
he,O
played,O
the,O
"""",O
eternal,O
outsider,O
",",O
the,O
sardonic,O
drifter,O
"""",O
",",O
someone,O
who,O
rebels,O
against,O
the,O
social,O
structure,O
.,O
*END-SENTENCE*,Jack Nicholson
*START-SENTENCE*,Jack Nicholson
His,O
most,O
known,O
and,O
celebrated,O
films,O
include,O
the,O
road,O
drama,O
Easy,O
Rider,O
(,O
1969,O
),O
;,O
the,O
dramas,O
Five,O
Easy,O
Pieces,O
(,O
1970,O
),O
and,O
One,O
Flew,O
Over,O
the,O
Cuckoo,O
's,O
Nest,O
(,O
1975,O
),O
;,O
the,O
comedy,O
-,O
dramas,O
Carnal,O
Knowledge,O
(,O
1971,O
),O
",",O
 ,O
The,O
Last,O
Detail,O
(,O
1973,O
),O
",",O
Terms,O
of,O
Endearment,O
(,O
1983,O
),O
",",O
Prizzi,O
's,O
Honor,O
(,O
1985,O
),O
",",O
As,O
Good,O
as,O
It,O
Gets,O
(,O
1997,O
),O
",",O
and,O
About,O
Schmidt,O
(,O
2002,O
),O
;,O
the,O
neo,O
-,O
noir,O
mystery,O
Chinatown,O
(,O
1974,O
),O
;,O
the,O
horror,O
film,O
The,O
Shining,O
(,O
1980,O
),O
;,O
the,O
biopic,O
Reds,O
(,O
1981,O
),O
;,O
the,O
fantasy,O
comedy,O
The,O
Witches,O
of,O
Eastwick,O
(,O
1987,O
),O
;,O
the,O
superhero,O
film,O
Batman,O
(,O
1989,O
),O
;,O
the,O
legal,O
drama,O
A,O
Few,O
Good,O
Men,O
(,O
1992,O
),O
;,O
the,O
romantic,O
horror,O
film,O
Wolf,O
(,O
1994,O
),O
;,O
the,O
science,O
fiction,O
comedy,O
Mars,O
Attacks,O
!,O
(,O
*END-SENTENCE*,Jack Nicholson
*START-SENTENCE*,Jack Nicholson
1996,O
),O
;,O
the,O
comedy,O
Anger,O
Management,O
(,O
2003,O
),O
;,O
the,O
romantic,O
comedy,O
Something,O
's,O
Got,O
ta,O
Give,O
(,O
2003,O
),O
;,O
and,O
the,O
crime,O
drama,O
The,O
Departed,O
(,O
2006,O
),O
.,O
*END-SENTENCE*,Jack Nicholson
*START-SENTENCE*,Jack Nicholson
He,O
has,O
also,O
directed,O
three,O
films,O
",",O
including,O
The,O
Two,O
Jakes,O
(,O
1990,O
),O
",",O
the,O
sequel,O
to,O
Chinatown,O
.,O
*END-SENTENCE*,Jack Nicholson
*START-SENTENCE*,Jack Nicholson
"
",O
Nicholson,O
's,O
12,O
Academy,O
Award,O
nominations,O
make,O
him,O
the,O
most,O
nominated,O
male,O
actor,O
in,O
the,O
Academy,O
's,O
history,O
.,O
*END-SENTENCE*,Jack Nicholson
*START-SENTENCE*,Jack Nicholson
He,O
has,O
won,O
the,O
Academy,O
Award,O
for,O
Best,O
Actor,O
twice,O
:,O
one,O
for,O
the,O
drama,O
One,O
Flew,O
Over,O
the,O
Cuckoo,O
's,O
Nest,O
(,O
1975,O
),O
and,O
the,O
other,O
for,O
the,O
romantic,O
comedy,O
As,O
Good,O
as,O
It,O
Gets,O
(,O
1997,O
),O
.,O
*END-SENTENCE*,Jack Nicholson
*START-SENTENCE*,Jack Nicholson
He,O
also,O
won,O
the,O
Academy,O
Award,O
for,O
Best,O
Supporting,O
Actor,O
for,O
the,O
comedy,O
-,O
drama,O
Terms,O
of,O
Endearment,O
(,O
1983,O
),O
.,O
*END-SENTENCE*,Jack Nicholson
*START-SENTENCE*,Jack Nicholson
He,O
is,O
one,O
of,O
only,O
three,O
male,O
actors,O
to,O
win,O
three,O
Academy,O
Awards,O
",",O
and,O
one,O
of,O
only,O
two,O
actors,O
(,O
alongside,O
Michael,O
Caine,O
),O
to,O
be,O
nominated,O
for,O
an,O
Academy,O
Award,O
for,O
acting,O
in,O
every,O
decade,O
from,O
the,O
1960s,O
to,O
the,O
2000s,O
.,O
*END-SENTENCE*,Jack Nicholson
*START-SENTENCE*,Jack Nicholson
He,O
has,O
won,O
six,O
Golden,O
Globe,O
Awards,O
and,O
received,O
the,O
Kennedy,O
Center,O
Honor,O
in,O
2001,O
.,O
*END-SENTENCE*,Jack Nicholson
*START-SENTENCE*,Jack Nicholson
In,O
1994,O
",",O
at,O
57,O
",",O
he,O
became,O
one,O
of,O
the,O
youngest,O
actors,O
to,O
be,O
awarded,O
the,O
American,O
Film,O
Institute,O
's,O
Life,O
Achievement,O
Award,O
.,O
*END-SENTENCE*,Jack Nicholson
*START-SENTENCE*,Jack Nicholson
"
",O
Nicholson,O
had,O
a,O
number,O
of,O
high,O
-,O
profile,O
relationships,O
",",O
most,O
notably,O
with,O
Anjelica,O
Huston,O
and,O
Rebecca,O
Broussard,O
",",O
and,O
was,O
married,O
to,O
Sandra,O
Knight,O
from,O
1962,O
to,O
1968,O
.,O
*END-SENTENCE*,Jack Nicholson
*START-SENTENCE*,Jack Nicholson
He,O
has,O
five,O
children,O
:,O
one,O
with,O
Knight,O
",",O
two,O
with,O
Broussard,O
(,O
including,O
Lorraine,O
Nicholson,O
),O
",",O
and,O
one,O
each,O
with,O
Susan,O
Anspach,O
and,O
Winnie,O
Hollman,O
.,O
*END-SENTENCE*,Jack Nicholson
*END-ACTOR*,Jack Nicholson
*START-ACTOR*,Marlon Brando
*START-SENTENCE*,Marlon Brando
Marlon,O
Brando,O
Jr.,O
(,O
April,O
3,O
",",O
1924,O
–,O
July,O
1,O
",",O
2004,O
),O
was,O
an,O
American,O
actor,O
and,O
film,O
director,O
with,O
a,O
career,O
spanning,O
60,O
years,O
",",O
during,O
which,O
he,O
won,O
the,O
Oscar,O
for,O
Best,O
Actor,O
twice,O
.,O
*END-SENTENCE*,Marlon Brando
*START-SENTENCE*,Marlon Brando
He,O
is,O
well,O
-,O
regarded,O
for,O
his,O
cultural,O
influence,O
on,O
20th,O
-,O
century,O
film,O
.,O
*END-SENTENCE*,Marlon Brando
*START-SENTENCE*,Marlon Brando
Brando,O
was,O
an,O
activist,O
for,O
many,O
causes,O
",",O
notably,O
the,O
civil,O
rights,O
movement,O
and,O
various,O
Native,O
American,O
movements,O
.,O
*END-SENTENCE*,Marlon Brando
*START-SENTENCE*,Marlon Brando
Having,O
studied,O
with,O
Stella,O
Adler,O
in,O
the,O
1940s,O
",",O
he,O
is,O
credited,O
with,O
being,O
one,O
of,O
the,O
first,O
actors,O
to,O
bring,O
the,O
Stanislavski,O
system,O
of,O
acting,O
and,O
Method,O
Acting,O
",",O
derived,O
from,O
the,O
Stanislavski,O
system,O
",",O
to,O
mainstream,O
audiences,O
.,O
*END-SENTENCE*,Marlon Brando
*START-SENTENCE*,Marlon Brando
"
",O
He,O
initially,O
gained,O
acclaim,O
and,O
an,O
Academy,O
Award,O
nomination,O
for,O
reprising,O
the,O
role,O
of,O
Stanley,O
Kowalski,O
in,O
the,O
1951,O
film,O
adaptation,O
of,O
Tennessee,O
Williams,O
',O
play,O
A,O
Streetcar,O
Named,O
Desire,O
",",O
a,O
role,O
that,O
he,O
originated,O
successfully,O
on,O
Broadway,O
.,O
*END-SENTENCE*,Marlon Brando
*START-SENTENCE*,Marlon Brando
He,O
received,O
further,O
praise,O
",",O
and,O
an,O
Academy,O
Award,O
",",O
for,O
his,O
performance,O
as,O
Terry,O
Malloy,O
in,O
On,O
the,O
Waterfront,O
",",O
and,O
his,O
portrayal,O
of,O
the,O
rebellious,O
motorcycle,O
gang,O
leader,O
Johnny,O
Strabler,O
in,O
The,O
Wild,O
One,O
proved,O
to,O
be,O
a,O
lasting,O
image,O
in,O
popular,O
culture,O
.,O
*END-SENTENCE*,Marlon Brando
*START-SENTENCE*,Marlon Brando
Brando,O
received,O
Academy,O
Award,O
nominations,O
for,O
playing,O
Emiliano,O
Zapata,O
in,O
Viva,O
Zapata,O
!,O
(,O
*END-SENTENCE*,Marlon Brando
*START-SENTENCE*,Marlon Brando
1952,O
),O
;,O
Mark,O
Antony,O
in,O
Joseph,O
L.,O
Mankiewicz,O
's,O
1953,O
film,O
adaptation,O
of,O
Shakespeare,O
's,O
Julius,O
Caesar,O
;,O
and,O
Air,O
Force,O
Major,O
Lloyd,O
Gruver,O
in,O
Sayonara,O
(,O
1957,O
),O
",",O
an,O
adaptation,O
of,O
James,O
Michener,O
's,O
1954,O
novel,O
.,O
*END-SENTENCE*,Marlon Brando
*START-SENTENCE*,Marlon Brando
"
",O
The,O
1960s,O
saw,O
Brando,O
's,O
career,O
take,O
a,O
commercial,O
and,O
critical,O
downturn,O
.,O
*END-SENTENCE*,Marlon Brando
*START-SENTENCE*,Marlon Brando
He,O
directed,O
and,O
starred,O
in,O
the,O
cult,O
western,O
One,O
-,O
Eyed,O
Jacks,O
",",O
a,O
critical,O
and,O
commercial,O
flop,O
",",O
after,O
which,O
he,O
delivered,O
a,O
series,O
of,O
notable,O
box,O
-,O
office,O
failures,O
",",O
beginning,O
with,O
Mutiny,O
on,O
the,O
Bounty,O
(,O
1962,O
),O
.,O
*END-SENTENCE*,Marlon Brando
*START-SENTENCE*,Marlon Brando
 ,O
After,O
ten,O
years,O
of,O
underachieving,O
",",O
he,O
agreed,O
to,O
do,O
a,O
screen,O
test,O
as,O
Vito,O
Corleone,O
in,O
Francis,O
Ford,O
Coppola,O
's,O
The,O
Godfather,O
(,O
1972,O
),O
.,O
*END-SENTENCE*,Marlon Brando
*START-SENTENCE*,Marlon Brando
He,O
got,O
the,O
part,O
",",O
and,O
subsequently,O
won,O
his,O
second,O
Academy,O
Award,O
in,O
a,O
performance,O
critics,O
consider,O
among,O
his,O
greatest,O
.,O
*END-SENTENCE*,Marlon Brando
*START-SENTENCE*,Marlon Brando
The,O
Godfather,O
was,O
one,O
of,O
the,O
most,O
commercially,O
successful,O
films,O
of,O
all,O
time,O
",",O
and,O
alongside,O
his,O
Oscar,O
-,O
nominated,O
performance,O
in,O
Last,O
Tango,O
in,O
Paris,O
",",O
Brando,O
re,O
-,O
established,O
himself,O
in,O
the,O
ranks,O
of,O
top,O
box,O
-,O
office,O
stars,O
.,O
*END-SENTENCE*,Marlon Brando
*START-SENTENCE*,Marlon Brando
"
",O
After,O
a,O
hiatus,O
in,O
the,O
early,O
1970s,O
",",O
Brando,O
was,O
generally,O
content,O
with,O
being,O
a,O
highly,O
paid,O
character,O
actor,O
in,O
cameo,O
roles,O
",",O
such,O
as,O
in,O
Superman,O
(,O
1978,O
),O
",",O
as,O
Colonel,O
Kurtz,O
in,O
Apocalypse,O
Now,O
(,O
1979,O
),O
",",O
and,O
in,O
The,O
Formula,O
(,O
1980,O
),O
",",O
before,O
taking,O
a,O
nine,O
-,O
year,O
break,O
from,O
film,O
.,O
*END-SENTENCE*,Marlon Brando
*START-SENTENCE*,Marlon Brando
According,O
to,O
the,O
Guinness,O
Book,O
of,O
World,O
Records,O
",",O
Brando,O
was,O
paid,O
a,O
record,O
$,O
3.7,O
million,O
(,O
$,O
16,O
million,O
in,O
inflation,O
-,O
adjusted,O
dollars,O
),O
and,O
11.75,O
%,O
of,O
the,O
gross,O
profits,O
for,O
13,O
days,O
',O
work,O
on,O
Superman,O
.,O
*END-SENTENCE*,Marlon Brando
*START-SENTENCE*,Marlon Brando
"
",O
Brando,O
was,O
ranked,O
by,O
the,O
American,O
Film,O
Institute,O
as,O
the,O
fourth,O
-,O
greatest,O
movie,O
star,O
among,O
male,O
movie,O
stars,O
whose,O
screen,O
debuts,O
occurred,O
in,O
or,O
before,O
1950,O
.,O
*END-SENTENCE*,Marlon Brando
*START-SENTENCE*,Marlon Brando
He,O
was,O
one,O
of,O
only,O
six,O
actors,O
named,O
in,O
1999,O
by,O
Time,O
magazine,O
in,O
its,O
list,O
of,O
the,O
100,O
Most,O
Important,O
People,O
of,O
the,O
Century,O
.,O
*END-SENTENCE*,Marlon Brando
*START-SENTENCE*,Marlon Brando
In,O
this,O
list,O
",",O
Time,O
also,O
designated,O
Brando,O
as,O
the,O
"""",O
Actor,O
of,O
the,O
Century,O
"""",O
.,O
*END-SENTENCE*,Marlon Brando
*END-ACTOR*,Marlon Brando
*START-ACTOR*,Denzel Washington
*START-SENTENCE*,Denzel Washington
Denzel,O
Hayes,O
Washington,O
Jr.,O
(,O
born,O
December,O
28,O
",",O
1954,O
),O
is,O
an,O
American,O
actor,O
",",O
director,O
",",O
and,O
producer,O
.,O
*END-SENTENCE*,Denzel Washington
*START-SENTENCE*,Denzel Washington
He,O
has,O
received,O
two,O
Golden,O
Globe,O
awards,O
",",O
one,O
Tony,O
Award,O
",",O
and,O
two,O
Academy,O
Awards,O
:,O
Best,O
Supporting,O
Actor,O
for,O
the,O
historical,O
war,O
drama,O
film,O
Glory,O
(,O
1989,O
),O
and,O
Best,O
Actor,O
for,O
his,O
role,O
as,O
corrupt,O
detective,O
Alonzo,O
Harris,O
in,O
the,O
crime,O
thriller,O
Training,O
Day,O
(,O
2001).Washington,O
has,O
received,O
much,O
critical,O
acclaim,O
for,O
his,O
film,O
work,O
since,O
the,O
1980s,O
",",O
including,O
his,O
portrayals,O
of,O
real,O
-,O
life,O
figures,O
such,O
as,O
South,O
African,O
anti,O
-,O
apartheid,O
activist,O
Steve,O
Biko,O
in,O
Cry,O
Freedom,O
(,O
1987,O
),O
",",O
Muslim,O
minister,O
and,O
human,O
rights,O
activist,O
Malcolm,O
X,O
in,O
Malcolm,O
X,O
(,O
1992,O
),O
",",O
boxer,O
Rubin,O
"""",O
Hurricane,O
"""",O
Carter,O
in,O
The,O
Hurricane,O
(,O
1999,O
),O
",",O
football,O
coach,O
Herman,O
Boone,O
in,O
Remember,O
the,O
Titans,O
(,O
2000,O
),O
",",O
poet,O
and,O
educator,O
Melvin,O
B.,O
Tolson,O
in,O
The,O
Great,O
Debaters,O
(,O
2007,O
),O
",",O
and,O
drug,O
kingpin,O
Frank,O
Lucas,O
in,O
American,O
Gangster,O
(,O
2007,O
),O
.,O
*END-SENTENCE*,Denzel Washington
*START-SENTENCE*,Denzel Washington
He,O
has,O
been,O
a,O
featured,O
actor,O
in,O
films,O
produced,O
by,O
Jerry,O
Bruckheimer,O
and,O
has,O
been,O
a,O
frequent,O
collaborator,O
of,O
directors,O
Spike,O
Lee,O
",",O
Antoine,O
Fuqua,O
",",O
and,O
Tony,O
Scott,O
.,O
*END-SENTENCE*,Denzel Washington
*START-SENTENCE*,Denzel Washington
In,O
2016,O
",",O
he,O
received,O
the,O
Cecil,O
B.,O
DeMille,O
Lifetime,O
Achievement,O
Award,O
at,O
the,O
73rd,O
Golden,O
Globe,O
Awards,O
.,O
*END-SENTENCE*,Denzel Washington
*START-SENTENCE*,Denzel Washington
"
",O
In,O
2002,O
",",O
Washington,O
made,O
his,O
directorial,O
debut,O
with,O
the,O
biographical,O
film,O
Antwone,O
Fisher,O
.,O
*END-SENTENCE*,Denzel Washington
*START-SENTENCE*,Denzel Washington
His,O
second,O
directorial,O
effort,O
was,O
The,O
Great,O
Debaters,O
(,O
2007,O
),O
.,O
*END-SENTENCE*,Denzel Washington
*START-SENTENCE*,Denzel Washington
His,O
third,O
film,O
",",O
Fences,O
(,O
2016,O
),O
",",O
in,O
which,O
he,O
also,O
starred,O
",",O
was,O
nominated,O
for,O
the,O
Academy,O
Award,O
for,O
Best,O
Picture,O
.,O
*END-SENTENCE*,Denzel Washington
*END-ACTOR*,Denzel Washington
*START-ACTOR*,Clark Gable
*START-SENTENCE*,Clark Gable
William,O
Clark,O
Gable,O
(,O
February,O
1,O
",",O
1901,O
–,O
November,O
16,O
",",O
1960,O
),O
was,O
an,O
American,O
film,O
actor,O
",",O
often,O
referred,O
to,O
as,O
"""",O
The,O
King,O
of,O
Hollywood,O
"""",O
.,O
*END-SENTENCE*,Clark Gable
*START-SENTENCE*,Clark Gable
 ,O
He,O
had,O
roles,O
in,O
more,O
than,O
60,O
motion,O
pictures,O
in,O
a,O
wide,O
variety,O
of,O
genres,O
in,O
a,O
career,O
that,O
lasted,O
37,O
years,O
",",O
three,O
decades,O
of,O
which,O
was,O
as,O
a,O
leading,O
man,O
.,O
*END-SENTENCE*,Clark Gable
*START-SENTENCE*,Clark Gable
Gable,O
died,O
of,O
a,O
heart,O
attack,O
;,O
his,O
final,O
on,O
screen,O
appearance,O
was,O
of,O
an,O
aging,O
cowboy,O
in,O
The,O
Misfits,O
",",O
released,O
posthumously,O
in,O
1961,O
.,O
*END-SENTENCE*,Clark Gable
*START-SENTENCE*,Clark Gable
"
",O
Born,O
and,O
raised,O
in,O
Ohio,O
",",O
Gable,O
traveled,O
to,O
Hollywood,O
where,O
he,O
began,O
his,O
film,O
career,O
as,O
an,O
extra,O
in,O
Hollywood,O
silent,O
films,O
between,O
1924,O
and,O
1926,O
.,O
*END-SENTENCE*,Clark Gable
*START-SENTENCE*,Clark Gable
He,O
progressed,O
to,O
supporting,O
roles,O
for,O
Metro,O
-,O
Goldwyn,O
-,O
Mayer,O
and,O
his,O
first,O
leading,O
role,O
in,O
1931,O
's,O
Dance,O
",",O
Fools,O
",",O
Dance,O
was,O
alongside,O
Joan,O
Crawford,O
",",O
who,O
requested,O
him,O
for,O
the,O
part,O
.,O
*END-SENTENCE*,Clark Gable
*START-SENTENCE*,Clark Gable
His,O
next,O
role,O
",",O
in,O
the,O
romantic,O
drama,O
Red,O
Dust,O
(,O
1932,O
),O
with,O
reigning,O
sex,O
symbol,O
Jean,O
Harlow,O
",",O
made,O
him,O
MGM,O
's,O
biggest,O
male,O
star,O
.,O
*END-SENTENCE*,Clark Gable
*START-SENTENCE*,Clark Gable
Gable,O
won,O
the,O
Academy,O
Award,O
for,O
Best,O
Actor,O
for,O
Frank,O
Capra,O
's,O
It,O
Happened,O
One,O
Night,O
(,O
1934,O
),O
",",O
co,O
-,O
starring,O
Claudette,O
Colbert,O
.,O
*END-SENTENCE*,Clark Gable
*START-SENTENCE*,Clark Gable
 ,O
He,O
was,O
nominated,O
for,O
the,O
same,O
award,O
for,O
his,O
roles,O
in,O
Mutiny,O
on,O
the,O
Bounty,O
(,O
1935,O
),O
",",O
and,O
Gone,O
with,O
the,O
Wind,O
(,O
1939,O
),O
",",O
as,O
Rhett,O
Butler,O
opposite,O
Vivien,O
Leigh,O
as,O
Scarlett,O
O'Hara,O
.,O
*END-SENTENCE*,Clark Gable
*START-SENTENCE*,Clark Gable
He,O
found,O
continued,O
commercial,O
and,O
critical,O
success,O
with,O
Manhattan,O
Melodrama,O
(,O
1934,O
),O
",",O
San,O
Francisco,O
(,O
1936,O
),O
",",O
Saratoga,O
(,O
1937,O
),O
",",O
Test,O
Pilot,O
(,O
1938,O
),O
",",O
and,O
Boom,O
Town,O
(,O
1940,O
),O
",",O
three,O
of,O
which,O
co,O
-,O
starred,O
Spencer,O
Tracy,O
.,O
*END-SENTENCE*,Clark Gable
*START-SENTENCE*,Clark Gable
"
",O
Gable,O
appeared,O
opposite,O
some,O
of,O
the,O
most,O
popular,O
actresses,O
of,O
their,O
time,O
.,O
*END-SENTENCE*,Clark Gable
*START-SENTENCE*,Clark Gable
Joan,O
Crawford,O
was,O
a,O
favorite,O
actress,O
of,O
his,O
to,O
work,O
with,O
",",O
and,O
he,O
partnered,O
with,O
her,O
in,O
eight,O
films,O
.,O
*END-SENTENCE*,Clark Gable
*START-SENTENCE*,Clark Gable
Myrna,O
Loy,O
worked,O
with,O
him,O
seven,O
times,O
",",O
and,O
he,O
was,O
paired,O
with,O
Jean,O
Harlow,O
in,O
six,O
productions,O
.,O
*END-SENTENCE*,Clark Gable
*START-SENTENCE*,Clark Gable
He,O
also,O
starred,O
with,O
Lana,O
Turner,O
in,O
four,O
features,O
and,O
in,O
three,O
each,O
with,O
Norma,O
Shearer,O
and,O
Ava,O
Gardner,O
.,O
*END-SENTENCE*,Clark Gable
*START-SENTENCE*,Clark Gable
"
",O
Gable,O
spent,O
two,O
years,O
as,O
an,O
aerial,O
cameraman,O
and,O
bomber,O
gunner,O
in,O
Europe,O
during,O
World,O
War,O
II,O
.,O
*END-SENTENCE*,Clark Gable
*START-SENTENCE*,Clark Gable
Although,O
his,O
movies,O
following,O
his,O
return,O
were,O
not,O
critically,O
lauded,O
",",O
they,O
did,O
well,O
at,O
the,O
box,O
office,O
.,O
*END-SENTENCE*,Clark Gable
*START-SENTENCE*,Clark Gable
He,O
experienced,O
a,O
critical,O
revival,O
with,O
The,O
Hucksters,O
(,O
1947,O
),O
",",O
Homecoming,O
(,O
1948,O
),O
and,O
Mogambo,O
(,O
1953,O
),O
",",O
which,O
also,O
featured,O
newcomer,O
Grace,O
Kelly,O
.,O
*END-SENTENCE*,Clark Gable
*START-SENTENCE*,Clark Gable
 ,O
Later,O
he,O
starred,O
in,O
westerns,O
and,O
war,O
movies,O
",",O
such,O
as,O
Run,O
Silent,O
",",O
Run,O
Deep,O
(,O
1958,O
),O
with,O
Burt,O
Lancaster,O
",",O
and,O
in,O
comedies,O
that,O
paired,O
him,O
with,O
a,O
new,O
generation,O
of,O
leading,O
ladies,O
such,O
as,O
Doris,O
Day,O
in,O
Teacher,O
's,O
Pet,O
(,O
1958,O
),O
and,O
Sophia,O
Loren,O
in,O
It,O
Started,O
in,O
Naples,O
(,O
1960,O
),O
and,O
Marilyn,O
Monroe,O
in,O
The,O
Misfits,O
(,O
1961,O
),O
.,O
*END-SENTENCE*,Clark Gable
*START-SENTENCE*,Clark Gable
"
",O
Gable,O
was,O
one,O
of,O
the,O
most,O
consistent,O
box,O
-,O
office,O
performers,O
in,O
history,O
",",O
appearing,O
on,O
Quigley,O
Publishing,O
's,O
annual,O
Top,O
Ten,O
Money,O
Making,O
Stars,O
Poll,O
16,O
times,O
.,O
